index,name,geometry
117,West 78th Street,"LINESTRING (-8235601.899227698 4980484.668761328, -8235587.694860673 4980476.876795708, -8235492.6948072305 4980423.891594388, -8235480.594378582 4980417.12879804)"
118,West End Avenue,"LINESTRING (-8235601.899227698 4980484.668761328, -8235606.21842394 4980477.067919318, -8235648.130212224 4980400.677580392, -8235652.349220925 4980393.400240945)"
119,West End Avenue,"LINESTRING (-8235601.899227698 4980484.668761328, -8235596.7117394265 4980493.84270618, -8235572.933896193 4980537.036812351, -8235553.597700643 4980572.247942244, -8235546.139294758 4980585.714946578)"
120,West 78th Street,"LINESTRING (-8235783.24981015 4980585.935476279, -8235772.485215391 4980579.363693312, -8235620.801277234 4980494.8424314605, -8235616.159254468 4980492.240205577, -8235601.899227698 4980484.668761328)"
121,Riverside Drive,"LINESTRING (-8235783.24981015 4980585.935476279, -8235775.958383502 4980595.241834223, -8235722.892382242 4980662.283158291, -8235721.745791486 4980663.738665826, -8235711.137044013 4980677.279306935)"
122,Riverside Drive,"LINESTRING (-8235783.24981015 4980585.935476279, -8235789.183139008 4980578.5697869435, -8235849.284532088 4980503.090168929)"
123,West 37th Street,"LINESTRING (-8236253.374283669 4975857.350416595, -8236257.148014404 4975859.407697841, -8236264.8624551175 4975863.860243736, -8236428.947384547 4975953.102622822, -8236444.854939781 4975961.772681686)"
124,Broadway,"LINESTRING (-8236253.374283669 4975857.350416595, -8236255.099735775 4975846.446833225, -8236268.625053906 4975757.719743296, -8236270.105603134 4975748.550245656)"
125,West 38th Street,"LINESTRING (-8236232.624330583 4975960.112144393, -8236215.38094146 4975950.501606663, -8236093.152140568 4975885.3147837445, -8236077.945898126 4975876.835826342)"
126,Broadway,"LINESTRING (-8236232.624330583 4975960.112144393, -8236234.205067352 4975952.970367746, -8236251.515248171 4975866.769829277, -8236253.374283669 4975857.350416595)"
127,Broadway,"LINESTRING (-8236202.913158491 4976068.63546276, -8236205.428978982 4976058.686829427, -8236206.197083469 4976055.23346572, -8236212.219467921 4976030.530929435, -8236213.32153088 4976027.195136637, -8236220.067492022 4976010.281068224, -8236221.169554981 4976006.724856001, -8236228.961919337 4975973.807911745, -8236229.518516791 4975971.442010647, -8236230.798690935 4975966.724905202, -8236232.624330583 4975960.112144393)"
128,West 39th Street,"LINESTRING (-8236202.913158491 4976068.63546276, -8236209.2472375175 4976072.103526392, -8236214.456989686 4976074.998478755, -8236221.002575744 4976078.642887012, -8236253.296360023 4976096.673910766, -8236293.137605779 4976118.657991267, -8236329.572475114 4976138.966858252, -8236342.441008251 4976145.814864885)"
129,West 40th Street,"LINESTRING (-8236183.766206075 4976173.427369514, -8236178.25589128 4976170.35604396, -8236164.519066116 4976162.787949228, -8235992.986862753 4976068.121131394, -8235976.94572413 4976059.274636136)"
130,West 41st Street,"LINESTRING (-8236158.563473359 4976279.028652642, -8236170.597110313 4976285.803279903, -8236231.366420338 4976318.530233068, -8236244.925134317 4976325.922101609)"
131,Broadway,"LINESTRING (-8236158.563473359 4976279.028652642, -8236160.8009951245 4976269.329628297, -8236181.027746601 4976184.243145658, -8236183.766206075 4976173.427369514)"
132,Broadway,"LINESTRING (-8236131.145482777 4976391.508647355, -8236134.796762074 4976376.254555971, -8236156.259159899 4976288.330907763, -8236158.563473359 4976279.028652642)"
133,West 42nd Street,"LINESTRING (-8236131.145482777 4976391.508647355, -8236140.474056104 4976396.637436803, -8236176.307800191 4976416.3443576945, -8236189.476895953 4976423.368907339)"
134,West 42nd Street,"LINESTRING (-8236131.145482777 4976391.508647355, -8236116.061691774 4976383.117424582, -8236087.252207557 4976366.996304028, -8236074.851216282 4976360.059968639, -8236039.462750158 4976340.264987734, -8235889.849354533 4976256.559260929, -8235874.342549466 4976247.888940469)"
135,7th Avenue,"LINESTRING (-8236031.915288683 4976706.60354425, -8236038.071256525 4976696.066416197, -8236078.535891427 4976626.62746744, -8236085.1371372305 4976615.340929383)"
136,West 45th Street,"LINESTRING (-8236031.915288683 4976706.60354425, -8236044.806085718 4976713.56951799, -8236048.635476199 4976715.685764159, -8236054.012207605 4976718.669084193, -8236109.126487496 4976749.119575251, -8236164.930948233 4976779.864086259, -8236335.338824738 4976874.552497394, -8236349.431872273 4976882.385678826)"
137,West 47th Street,"LINESTRING (-8235987.788242534 4976923.3152561765, -8235995.536079092 4976927.386178633, -8236011.0094883125 4976935.616207551, -8236201.900151124 4977040.299841073, -8236233.715261593 4977057.994616341, -8236248.075475905 4977065.989608367)"
138,West 48th Street,"LINESTRING (-8235952.555623697 4977022.531614772, -8235946.933989412 4977019.415932432, -8235938.429180315 4977014.713017573, -8235895.393065174 4976990.786973292, -8235880.576440949 4976982.5422013365)"
139,Broadway,"LINESTRING (-8235952.555623697 4977022.531614772, -8235960.804397965 4977013.698951854, -8235985.227894246 4976931.839211277, -8235987.788242534 4976923.3152561765)"
140,West 49th Street,"LINESTRING (-8235919.1597764585 4977124.071070412, -8235967.461303514 4977151.260132592, -8235985.561852716 4977161.32745319, -8236019.235998683 4977180.051227416, -8236131.22340642 4977242.307299909, -8236146.863794877 4977251.007896881)"
141,Broadway,"LINESTRING (-8235919.1597764585 4977124.071070412, -8235923.73500753 4977115.664521636, -8235933.163768401 4977091.400205521, -8235927.653453606 4977076.703495812, -8235943.494217147 4977029.791746346, -8235952.555623697 4977022.531614772)"
142,West 50th Street,"LINESTRING (-8235872.149555497 4977219.056756162, -8235863.77832979 4977214.603592593, -8235856.676146275 4977210.591338047, -8235826.308189188 4977193.719311323, -8235799.880942074 4977179.125325649, -8235794.003272959 4977175.877321733, -8235777.761759254 4977166.809370815)"
143,Broadway,"LINESTRING (-8235872.149555497 4977219.056756162, -8235876.813842161 4977209.900583767, -8235914.250586914 4977133.036104173, -8235919.1597764585 4977124.071070412)"
144,West 51st Street,"LINESTRING (-8235825.384237414 4977312.456083618, -8235831.762844236 4977316.0127711715, -8235834.412248118 4977317.482477151, -8235953.25693649 4977383.575383603, -8236030.089649034 4977426.300122137, -8236044.672502329 4977434.412993495)"
145,Broadway,"LINESTRING (-8235825.384237414 4977312.456083618, -8235829.892676791 4977303.182247364, -8235830.527197889 4977301.918302058, -8235847.9932259945 4977267.233355176, -8235867.507532731 4977228.477481822, -8235872.149555497 4977219.056756162)"
146,West 52nd Street,"LINESTRING (-8235778.919481957 4977408.325432965, -8235760.317995046 4977396.567681981, -8235756.844826933 4977394.363105247, -8235695.774954284 4977360.603749004, -8235693.1144184545 4977359.222219279, -8235677.21799517 4977350.933045031)"
147,Broadway,"LINESTRING (-8235778.919481957 4977408.325432965, -8235781.490962195 4977402.475950081, -8235783.183018454 4977398.419526823, -8235820.541839564 4977322.567661547, -8235825.384237414 4977312.456083618)"
148,West 53rd Street,"LINESTRING (-8235739.122763999 4977502.9611465605, -8235747.271350726 4977507.487928318, -8235886.532033707 4977585.281294547, -8235930.013426811 4977609.576232452, -8235943.727988077 4977617.24833066)"
149,Broadway,"LINESTRING (-8235739.122763999 4977502.9611465605, -8235742.48461262 4977494.877612926, -8235760.507238179 4977451.3883167785, -8235774.66707741 4977417.231938755, -8235778.919481957 4977408.325432965)"
150,Broadway,"LINESTRING (-8235696.186836399 4977602.315669967, -8235700.116414425 4977593.276718137, -8235734.013199372 4977514.82190711, -8235739.122763999 4977502.9611465605)"
151,West 54th Street,"LINESTRING (-8235696.186836399 4977602.315669967, -8235684.798852492 4977595.2461800985, -8235678.765336092 4977591.792273188, -8235639.502951687 4977569.70199532, -8235621.458062231 4977559.840017806, -8235590.61143133 4977542.982085258, -8235575.427452787 4977534.325320388)"
152,Broadway,"LINESTRING (-8235666.965470066 4977709.152305021, -8235669.21412378 4977700.583578713, -8235670.472034026 4977695.777452495, -8235693.337057435 4977612.368757924, -8235696.186836399 4977602.315669967)"
153,West 55th Street,"LINESTRING (-8235666.965470066 4977709.152305021, -8235675.837633483 4977714.634530083, -8235724.584438501 4977741.560677474, -8235816.589997643 4977792.7235015575, -8235825.5623486005 4977797.323906513, -8235841.26952875 4977805.378294844)"
154,Broadway,"LINESTRING (-8235642.842536411 4977809.596562918, -8235644.712703858 4977802.100687114, -8235664.73908025 4977716.221877326, -8235666.965470066 4977709.152305021)"
155,West 56th Street,"LINESTRING (-8235642.842536411 4977809.596562918, -8235631.109462082 4977803.496977269, -8235627.858932951 4977801.9096158445, -8235568.202817834 4977768.677969703, -8235490.6465286 4977725.760663867, -8235475.084063787 4977717.147830002)"
156,West 57th Street,"LINESTRING (-8235626.623286603 4977931.941827437, -8235613.031176778 4977925.121964578, -8235609.190654346 4977922.81438275, -8235513.533815906 4977869.828338496, -8235469.217526622 4977844.974234799, -8235450.972262081 4977834.744533376, -8235435.409797268 4977826.014020807, -8235419.9363880465 4977817.342307294)"
157,Broadway,"LINESTRING (-8235626.623286603 4977931.941827437, -8235628.716093029 4977916.582444738, -8235640.894445322 4977823.897534086, -8235642.842536411 4977809.596562918)"
158,West 57th Street,"LINESTRING (-8235626.623286603 4977931.941827437, -8235637.777499581 4977938.041493296, -8235722.803326648 4977985.692508049, -8235735.716387581 4977992.938657429)"
159,Broadway,"LINESTRING (-8235610.6600716235 4978054.626682299, -8235612.140620851 4978042.368416175, -8235619.020165381 4977989.190648457, -8235623.907091028 4977951.446073577, -8235626.623286603 4977931.941827437)"
160,West 58th Street,"LINESTRING (-8235610.6600716235 4978054.626682299, -8235602.144130577 4978049.937967181, -8235596.867586713 4978047.042429502, -8235592.670841912 4978044.969989355, -8235377.122911888 4977926.415386479, -8235363.842496636 4977919.110494583)"
161,West 60th Street,"LINESTRING (-8235660.842898073 4978321.402111682, -8235675.592730604 4978329.221754846, -8235757.49047998 4978374.287715093, -8235764.603795442 4978378.285749005, -8235784.741491327 4978389.618420201, -8235818.181866361 4978408.329850321, -8235848.327184467 4978425.189276423, -8235882.802830767 4978444.503423693, -8235896.8736144025 4978453.7195485225)"
162,Broadway,"LINESTRING (-8235660.842898073 4978321.402111682, -8235660.709314683 4978308.30569326, -8235660.16384918 4978267.31151836, -8235660.108189434 4978258.1984587535, -8235660.876293919 4978249.232392276, -8235662.189863912 4978241.897862048, -8235664.104559152 4978235.312957839, -8235667.867157943 4978226.596785656)"
163,West 62nd Street,"LINESTRING (-8235666.1305738855 4978565.563134524, -8235680.546447943 4978572.853810958, -8235714.354177297 4978592.109454321, -8235724.740285789 4978597.827358781, -8235742.807439144 4978607.778578384, -8235751.390171884 4978612.4969593175, -8235771.839562343 4978623.75640714, -8235781.268323212 4978628.945164878, -8235795.6730653215 4978636.882646639)"
164,Broadway,"LINESTRING (-8235666.1305738855 4978565.563134524, -8235666.186233632 4978554.156764568, -8235664.794739996 4978459.687251219, -8235664.839267793 4978445.179566528)"
165,Broadway,"LINESTRING (-8235666.9988659145 4978685.433717147, -8235666.93207422 4978675.673506781, -8235666.230761427 4978578.424714562, -8235666.1305738855 4978565.563134524)"
166,West 63rd Street,"LINESTRING (-8235666.9988659145 4978685.433717147, -8235680.546447943 4978691.945429186, -8235730.729274393 4978719.741521946, -8235745.4345791275 4978728.458134223)"
167,Columbus Avenue,"LINESTRING (-8235670.43863818 4978866.058165822, -8235699.047747313 4978812.743619501, -8235738.577298494 4978741.011245506, -8235745.4345791275 4978728.458134223)"
168,Broadway,"LINESTRING (-8235670.43863818 4978866.058165822, -8235670.06015191 4978843.097743775, -8235669.225255731 4978802.410009372, -8235668.835637513 4978796.662586564, -8235667.27716464 4978699.530182768, -8235666.9988659145 4978685.433717147)"
169,Broadway,"LINESTRING (-8235673.2104935 4978929.177555548, -8235672.687291895 4978915.271851514, -8235672.197486133 4978896.735843412, -8235671.473909444 4978888.048479795, -8235670.43863818 4978866.058165822)"
170,West 65th Street,"LINESTRING (-8235673.2104935 4978929.177555548, -8235656.022764121 4978919.519997897, -8235650.35660204 4978916.344912537)"
171,Broadway,"LINESTRING (-8235674.056521631 4979052.286528288, -8235673.956334088 4979040.761992646, -8235674.156709173 4978954.21081261, -8235673.900674342 4978943.744757224, -8235673.2104935 4978929.177555548)"
172,West 66th Street,"LINESTRING (-8235674.056521631 4979052.286528288, -8235688.81748611 4979060.606545893, -8235816.267171119 4979130.900687779, -8235892.999696123 4979172.9862766825, -8235904.487867573 4979181.438695904)"
173,West 67th Street,"LINESTRING (-8235671.65202063 4979169.693510129, -8235685.845255705 4979177.631431383, -8235800.738102153 4979241.767131799, -8235806.682562961 4979244.868823151, -8235842.783473825 4979264.463891295, -8235854.783714933 4979271.225889424)"
174,Broadway,"LINESTRING (-8235671.65202063 4979169.693510129, -8235671.596360885 4979160.094513974, -8235674.368216205 4979062.870297492, -8235674.056521631 4979052.286528288)"
175,West 68th Street,"LINESTRING (-8235667.755838451 4979288.307305554, -8235646.248912829 4979276.459091191)"
176,Broadway,"LINESTRING (-8235667.755838451 4979288.307305554, -8235667.978477433 4979277.194091665, -8235671.262402411 4979182.041390423, -8235671.65202063 4979169.693510129)"
177,Broadway,"LINESTRING (-8235663.53682975 4979406.084629968, -8235663.703808986 4979395.897393895, -8235667.199240997 4979300.140834248, -8235667.755838451 4979288.307305554)"
178,West 69th Street,"LINESTRING (-8235663.53682975 4979406.084629968, -8235679.077030665 4979415.110559409, -8235700.4281089995 4979426.312131649, -8235740.647841022 4979448.362508248, -8235754.306742543 4979453.595804936)"
179,West 70th Street,"LINESTRING (-8235662.746461365 4979525.730323415, -8235638.668055507 4979512.308881933)"
180,Broadway,"LINESTRING (-8235662.746461365 4979525.730323415, -8235663.447774158 4979516.263280629, -8235664.026635509 4979419.682328153, -8235664.171350848 4979417.477294729, -8235663.53682975 4979406.084629968)"
181,West 72nd Street,"LINESTRING (-8235644.3787453845 4979767.304723641, -8235655.56635421 4979773.993566171, -8235900.536025649 4979910.593963501, -8235914.706996826 4979918.135560684)"
182,Broadway,"LINESTRING (-8235644.3787453845 4979767.304723641, -8235647.506823076 4979750.046061001, -8235655.610882006 4979686.789059986, -8235657.358598011 4979662.635960398, -8235658.193494193 4979643.745720248)"
183,West 72nd Street,"LINESTRING (-8235644.3787453845 4979767.304723641, -8235635.083567903 4979762.056558096, -8235611.806662379 4979749.178718453, -8235595.153266557 4979740.005473176)"
184,West 73rd Street,"LINESTRING (-8235619.832797665 4979884.543890943, -8235630.597392424 4979890.6006736215, -8235845.03212754 4980010.369912442, -8235859.448001597 4980018.411424946)"
